Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age,Total_Children,Customer_For_Years
PhD,Married,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,56,1,13
Graduation,Married,71613.0,0,0,26,426,49,127,100,21,42,1,8,2,10,4,0,0,61,0,13
Graduation,Married,25252.0,1,0,26,0,3,0,0,2,6,1,1,0,2,8,0,0,40,1,13
Graduation,Single,42160.0,1,1,26,48,9,45,0,15,20,4,2,1,4,6,1,0,51,2,13
Basic,Single,15862.0,1,0,26,0,1,0,11,9,10,1,1,0,3,8,0,0,47,1,13
Master,Married,82584.0,0,0,26,500,68,103,29,65,68,1,3,4,8,1,1,0,52,0,13
Graduation,Married,38360.0,1,0,26,36,2,42,20,21,10,2,2,1,4,3,0,0,37,1,13
PhD,Married,75283.0,1,2,26,500,9,180,12,19,66,11,6,3,5,4,0,0,66,3,13
Master,Married,34941.0,1,1,26,39,2,25,0,3,24,2,3,0,3,8,0,0,66,2,13
Graduation,Single,61823.0,0,1,26,500,7,134,37,14,125,4,8,2,10,7,0,0,66,1,13
Master,Married,90226.0,0,0,26,500,75,500,100,65,108,1,4,7,12,2,0,0,66,0,14
Graduation,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,52,1,14
Graduation,Married,43586.0,0,1,26,99,2,11,0,0,16,3,3,0,4,8,0,0,46,1,14
Graduation,Single,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,52,1,14
Graduation,Married,62882.0,0,1,26,500,75,497,78,24,97,2,7,5,6,4,0,0,57,1,14
Master,Married,57288.0,0,1,27,500,0,21,0,0,60,3,8,1,8,6,0,0,63,1,12
Master,Married,75774.0,1,0,27,340,21,134,100,14,56,1,7,5,8,4,0,0,45,1,12
Master,Single,90247.0,0,0,27,500,32,352,21,16,16,1,3,4,7,1,1,0,38,0,12
Master,Single,32218.0,0,0,27,0,24,15,13,1,30,1,2,1,3,7,1,0,66,0,12
Graduation,Married,84219.0,0,0,27,434,75,400,45,65,45,1,3,4,10,1,0,0,38,0,12
Graduation,Divorced,48877.0,0,1,27,102,1,15,0,0,24,1,3,0,4,7,0,0,60,1,12
Graduation,Married,60905.0,0,1,27,208,17,76,36,17,38,2,3,3,7,2,0,0,66,1,13
Graduation,Married,75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,62,1,13
Graduation,Divorced,62551.0,0,0,27,125,16,98,100,21,27,1,6,7,4,3,0,0,66,0,13
PhD,Married,70123.0,0,0,27,500,0,396,23,0,0,1,5,7,4,3,0,0,43,0,13
Graduation,Single,50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,0,0,64,2,13
Master,Married,15315.0,0,0,27,0,4,13,15,8,17,2,2,0,4,5,0,0,56,0,13
PhD,Married,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,56,1,13
PhD,Married,87171.0,0,0,27,500,44,107,58,44,44,1,6,7,11,2,0,0,45,0,13
Graduation,Single,30081.0,0,1,27,36,0,0,0,0,4,1,1,0,3,7,0,0,65,1,13
Graduation,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,50,0,13
Graduation,Divorced,55686.0,0,1,27,500,0,199,37,47,26,2,6,3,5,4,0,0,60,1,13
Master,Married,26887.0,0,1,27,0,7,0,0,4,6,1,1,0,3,6,0,0,66,1,13
PhD,Married,61996.0,0,1,27,500,12,144,0,0,24,3,6,4,8,5,1,0,49,1,13
Graduation,Divorced,51537.0,0,1,27,500,20,204,0,0,92,3,2,2,11,8,0,0,66,1,14
Graduation,Married,72025.0,0,0,27,500,33,500,100,65,125,1,4,3,8,3,0,0,64,0,14
Master,Married,30538.0,1,0,27,284,0,52,0,3,20,4,9,0,4,10,0,0,55,1,14
Master,Single,61618.0,0,0,27,500,75,399,0,45,125,2,3,6,8,3,0,0,35,0,14
Graduation,Married,77343.0,0,0,28,227,75,500,98,54,31,1,3,4,9,1,0,0,61,0,12
Graduation,Married,75433.0,1,0,28,500,0,297,0,34,57,2,2,5,10,6,0,0,37,1,12
PhD,Single,82571.0,0,0,28,500,31,500,62,65,79,0,6,5,13,2,0,0,64,0,12
Master,Married,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,66,1,12
Graduation,Single,39062.0,1,0,28,23,0,0,0,0,12,1,1,0,3,4,0,0,43,1,12
Graduation,Married,30023.0,1,0,28,0,0,16,0,6,21,1,2,0,3,8,0,0,54,1,12
Graduation,Single,30015.0,1,0,28,25,0,22,0,3,5,2,1,0,4,5,0,0,56,1,12
Graduation,Married,33228.0,1,0,28,22,2,31,0,4,5,1,2,0,3,7,0,0,46,1,12
Graduation,Married,22574.0,2,1,28,25,0,0,0,0,2,2,2,0,3,7,0,0,59,3,13
Graduation,Married,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,66,1,13
Graduation,Married,66886.0,0,1,28,315,4,62,41,31,125,2,7,1,7,5,0,0,66,1,13
Graduation,Single,72258.0,0,1,28,500,0,500,100,65,125,2,6,9,5,2,0,0,55,1,13
PhD,Single,82733.0,0,0,28,500,50,420,65,38,38,1,8,4,7,4,1,0,42,0,13
Graduation,Divorced,45146.0,1,1,28,33,0,0,0,0,15,2,1,1,2,4,0,0,63,2,13
Master,Single,51250.0,1,0,28,342,32,230,34,32,40,5,10,5,4,9,0,0,36,1,13
Graduation,Married,32871.0,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,66,2,13
Master,Married,63855.0,0,0,28,359,35,314,93,65,89,1,7,3,13,4,0,0,48,0,13
PhD,Divorced,42564.0,0,1,28,324,48,186,39,18,125,6,6,8,4,7,1,0,58,1,13
Master,Married,46344.0,0,1,28,233,20,57,0,20,91,4,7,1,5,7,0,0,54,1,14
Graduation,Married,50437.0,0,2,28,370,9,92,0,9,4,3,7,1,8,7,0,0,63,2,14
Graduation,Married,70971.0,0,1,28,500,17,500,93,65,17,7,11,11,5,7,1,0,66,1,14
Graduation,Single,37774.0,2,0,28,173,8,107,0,2,125,4,7,2,3,9,1,1,49,2,14
PhD,Married,4023.0,1,1,29,0,0,0,0,1,1,15,0,0,0,19,0,0,63,2,12
Graduation,Single,33279.0,0,0,29,0,3,0,0,0,0,1,0,0,3,3,0,0,60,0,12
Graduation,Married,42693.0,1,0,29,0,4,20,0,3,16,1,1,0,3,5,0,0,48,1,12
Master,Married,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,66,1,12
Graduation,Single,65486.0,0,1,29,245,19,125,37,65,14,1,4,2,10,2,0,0,66,1,12
Master,Married,77882.0,0,0,29,68,75,396,100,22,15,1,3,3,5,1,0,0,45,0,12
Graduation,Married,78468.0,0,0,29,434,22,388,100,22,34,1,10,7,10,4,0,0,66,0,12
Graduation,Married,77226.0,0,1,29,500,43,239,100,65,21,2,6,8,12,3,0,0,63,1,12
Master,Single,90638.0,0,0,29,500,75,500,94,65,96,1,3,4,10,1,0,0,35,0,12
Master,Single,90638.0,0,0,29,500,75,500,94,65,96,1,3,4,10,1,1,0,35,0,12
Graduation,Married,70666.0,0,0,29,398,40,367,100,65,30,1,7,4,4,4,0,0,66,0,13
Master,Divorced,59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,0,0,66,1,13
Basic,Married,13084.0,0,0,29,0,0,0,0,7,10,1,1,0,3,6,0,0,66,0,13
Graduation,Divorced,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,66,1,13
Graduation,Divorced,23272.0,0,0,29,19,3,0,0,2,12,1,1,0,3,4,0,0,66,0,13
Master,Divorced,49476.0,0,1,29,386,23,95,54,41,125,4,2,11,5,2,0,0,63,1,13
Master,Married,62694.0,1,1,29,379,6,157,25,65,91,5,9,3,7,7,0,0,61,2,13
PhD,Married,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,53,1,13
Graduation,Married,71853.0,0,0,29,358,75,413,100,65,32,1,2,8,6,1,0,0,44,0,13
Graduation,Married,65031.0,0,1,29,258,75,291,84,37,86,4,10,3,13,7,0,0,66,1,13
Graduation,Married,30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,66,0,13
Graduation,Married,67419.0,0,1,29,500,75,352,91,56,42,4,9,4,8,5,0,0,56,1,13
Graduation,Married,59462.0,0,1,29,500,17,143,0,8,125,2,9,2,12,7,0,0,66,1,13
Graduation,Single,95529.0,0,0,29,500,29,500,100,27,24,1,7,3,7,3,1,0,32,0,14
Graduation,Single,53653.0,0,0,29,500,10,239,28,10,108,2,10,4,12,6,0,0,66,0,14
Basic,Married,25965.0,0,0,29,0,2,11,41,7,11,1,2,0,3,8,0,0,46,0,14
Graduation,Married,22979.0,1,0,29,16,17,19,20,21,22,3,3,2,2,8,1,0,56,1,14
PhD,Single,64950.0,0,1,29,500,0,72,12,0,63,2,11,2,10,7,0,0,66,1,14
Graduation,Married,44322.0,1,0,30,46,0,40,0,0,3,2,3,0,3,8,0,0,41,1,12
Graduation,Married,30096.0,1,0,30,0,3,11,12,5,9,1,2,0,3,6,0,0,43,1,12
Graduation,Single,56628.0,0,1,30,479,5,82,0,17,125,2,7,6,5,5,0,0,49,1,12
Master,Married,82326.0,0,0,30,500,75,500,100,65,125,1,5,10,6,2,1,0,49,0,12
Graduation,Single,71163.0,0,0,30,283,17,372,100,65,44,1,3,8,12,1,0,0,31,0,12
Graduation,Divorced,71022.0,0,1,30,500,12,278,0,12,125,3,5,2,11,8,0,0,48,1,12
Master,Single,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,66,1,13
Graduation,Married,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,51,1,13
Master,Married,47808.0,0,1,30,123,1,26,0,0,72,2,3,2,3,7,0,0,51,1,13
Graduation,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,39,1,13
Graduation,Single,40590.0,1,1,30,154,0,50,0,11,37,5,3,4,3,6,0,0,57,2,13
Master,Married,77520.0,0,1,30,500,44,396,0,65,58,1,8,7,7,4,1,0,66,1,13
Graduation,Married,40211.0,1,1,30,51,1,0,0,1,25,2,2,1,2,8,0,0,45,2,13
PhD,Married,63516.0,1,1,30,141,11,114,15,14,5,4,4,1,7,5,0,0,53,2,13
Graduation,Divorced,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,52,2,13
Master,Married,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,1,0,51,1,13
Graduation,Married,79908.0,0,0,30,500,75,500,29,65,111,1,5,6,7,2,0,0,44,0,13
PhD,Single,69867.0,0,0,30,196,0,500,33,65,54,1,3,5,8,1,1,0,40,0,13
Graduation,Divorced,70287.0,0,0,30,295,35,482,100,65,40,1,5,5,10,3,1,0,60,0,13
Graduation,Single,37070.0,1,1,30,231,7,137,0,15,39,9,5,1,8,7,1,0,60,2,13
Master,Married,38179.0,1,1,30,38,4,22,0,2,20,4,3,1,3,7,0,0,60,2,13
Graduation,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,43,1,13
Master,Single,64191.0,0,1,30,420,15,186,100,38,15,3,5,3,13,3,0,0,63,1,13
Master,Single,41658.0,1,1,30,0,4,12,15,4,29,2,1,1,2,4,0,0,51,2,14
Graduation,Divorced,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,50,1,14
Graduation,Married,77568.0,0,1,30,500,0,396,100,65,125,1,10,2,8,5,0,0,47,1,14
Graduation,Single,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,41,1,14
Graduation,Married,83512.0,0,0,31,500,61,500,80,20,101,1,4,7,10,1,1,0,40,0,12
PhD,Married,31686.0,1,1,31,0,0,0,0,0,1,2,1,0,3,6,0,0,62,2,12
Graduation,Married,71322.0,0,1,31,121,24,124,24,15,42,1,4,1,7,2,0,0,50,1,12
Graduation,Single,27938.0,1,0,31,0,0,0,0,1,5,1,1,0,4,3,0,0,38,1,12
Graduation,Divorced,22263.0,1,1,31,17,0,0,0,0,2,2,1,0,3,6,0,1,66,2,12
Graduation,Married,34633.0,2,1,31,0,1,0,0,0,1,1,1,0,2,6,0,0,66,3,12
Graduation,Married,42162.0,1,0,31,46,7,59,0,4,27,2,3,1,3,6,1,0,45,1,13
Graduation,Single,54162.0,1,1,31,0,6,10,0,5,10,1,1,0,3,4,0,0,48,2,13
Master,Divorced,41769.0,0,1,31,302,29,131,32,0,27,6,8,1,7,8,0,0,66,1,13
PhD,Married,44953.0,0,0,31,500,17,133,11,8,124,1,7,3,13,6,0,0,45,0,14
PhD,Married,37717.0,1,0,31,0,0,0,0,1,5,1,1,0,2,9,0,0,48,1,14
Graduation,Married,40548.0,0,1,31,110,0,0,0,0,3,2,2,1,4,5,0,0,56,1,14
Master,Divorced,67893.0,0,1,31,500,28,142,49,18,47,2,3,2,9,8,0,0,51,1,14
Graduation,Single,69267.0,0,0,31,500,44,499,95,65,125,2,3,4,5,7,1,0,66,0,14
Basic,Divorced,9548.0,1,0,31,0,1,0,10,6,9,2,1,0,3,8,0,0,50,1,14
Graduation,Single,68281.0,0,0,31,500,75,417,42,48,41,1,2,9,13,5,1,0,66,0,14
Master,Married,92556.0,0,0,32,493,75,352,100,23,28,0,3,5,13,0,0,0,66,0,12
Graduation,Single,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,47,1,13
Graduation,Single,90273.0,0,0,32,500,75,500,100,65,111,1,5,6,7,2,1,0,35,0,13
Master,Married,19414.0,1,0,32,0,3,12,0,5,7,1,1,0,3,8,0,0,45,1,13
PhD,Single,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,66,1,13
PhD,Married,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,66,0,13
Master,Married,41039.0,0,0,32,34,11,137,100,61,45,1,8,1,5,8,0,0,44,0,13
Graduation,Married,88347.0,0,0,32,500,75,500,77,65,118,1,4,7,9,1,0,0,65,0,13
PhD,Married,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,43,0,13
Graduation,Single,10245.0,1,0,32,0,7,0,0,4,13,3,1,2,2,5,0,0,55,1,13
PhD,Married,33454.0,1,0,32,76,10,56,0,1,23,2,4,0,4,8,0,0,41,1,13
Graduation,Single,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,1,0,66,2,13
Graduation,Married,55914.0,0,1,32,384,60,364,100,65,125,4,11,6,8,7,0,0,51,1,13
Graduation,Married,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,43,1,13
Graduation,Married,52914.0,0,1,32,254,10,44,30,10,125,2,7,3,3,7,0,0,55,1,13
Master,Married,24884.0,1,0,32,0,6,0,0,0,3,1,0,0,3,7,0,0,54,1,14
Graduation,Single,67384.0,0,1,32,500,40,175,100,53,107,2,7,8,5,5,0,0,56,1,14
Graduation,Married,51651.0,0,1,32,293,6,23,13,6,92,4,6,2,5,8,0,0,66,1,14
Graduation,Married,82497.0,0,0,32,500,75,500,100,21,125,1,2,7,9,4,0,0,46,0,14
Master,Married,32632.0,0,0,32,63,75,137,100,19,53,2,4,4,8,5,0,0,63,0,14
Master,Married,33562.0,1,2,33,21,12,12,0,3,3,3,2,0,4,4,0,0,63,3,12
Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,59,2,12
Master,Single,36143.0,1,0,33,0,0,0,0,0,6,1,0,1,2,3,0,0,45,1,12
Master,Married,27159.0,1,1,33,17,0,0,0,0,1,2,1,0,3,6,0,0,53,2,12
Master,Married,41275.0,1,2,33,24,4,22,0,2,9,4,3,1,3,5,0,0,66,3,12
Master,Married,76800.0,0,0,33,173,26,255,35,65,81,1,4,4,7,1,0,0,61,0,12
Graduation,Married,75794.0,0,0,33,500,75,500,63,32,48,1,7,5,12,3,0,0,39,0,13
Graduation,Married,30833.0,1,1,33,0,0,0,0,1,6,2,1,0,3,5,0,0,66,2,13
PhD,Single,26518.0,1,1,33,20,1,28,0,3,2,3,2,0,3,8,1,0,66,2,13
Graduation,Single,91065.0,0,0,33,500,75,108,100,65,114,1,7,9,9,3,1,0,45,0,13
Master,Single,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,0,64,0,13
Graduation,Married,48070.0,0,1,33,373,14,83,0,9,19,3,8,2,6,7,0,1,66,1,13
Graduation,Single,30372.0,1,1,33,15,0,12,0,3,7,3,2,0,3,7,0,0,55,2,14
Master,Married,57036.0,0,1,33,500,43,219,19,14,47,4,6,3,13,9,0,0,51,1,14
Graduation,Single,66731.0,0,1,33,371,75,194,58,65,125,4,4,3,6,3,0,0,56,1,14
PhD,Divorced,35682.0,1,0,34,23,0,0,0,2,18,1,1,1,3,2,0,0,56,1,12
Master,Divorced,10979.0,0,0,34,0,4,10,0,2,4,2,3,0,3,5,0,0,37,0,12
PhD,Divorced,57912.0,0,1,34,500,0,80,0,0,35,5,8,3,12,5,0,0,61,1,12
Graduation,Married,36026.0,2,1,34,20,4,10,0,4,17,2,2,0,3,6,0,0,54,3,12
Graduation,Married,35788.0,1,1,34,23,2,11,0,1,4,2,2,0,3,6,0,0,55,2,12
Graduation,Married,42243.0,1,1,34,48,0,0,0,0,5,2,2,0,3,7,0,0,66,2,13
Graduation,Divorced,46086.0,0,1,34,244,8,32,0,2,50,4,3,1,8,4,0,0,66,1,13
Master,Married,61346.0,1,0,34,500,58,168,43,16,125,1,5,7,10,3,0,0,48,1,13
Master,Single,33316.0,1,1,34,79,1,31,0,4,12,3,2,1,4,6,0,0,55,2,13
Basic,Single,21063.0,1,0,34,0,10,11,19,3,15,2,2,0,3,6,0,0,39,1,13
Graduation,Single,33697.0,1,0,34,0,3,0,0,3,11,1,1,0,2,7,0,0,56,1,13
Master,Married,25804.0,1,0,34,0,7,0,13,6,12,2,2,0,3,8,0,0,48,1,13
Graduation,Married,72117.0,0,1,34,500,20,171,65,60,50,1,9,7,9,5,0,0,49,1,13
Graduation,Married,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,0,60,1,13
Graduation,Married,65196.0,0,2,34,500,19,181,12,0,125,2,7,6,11,5,0,0,66,2,13
Graduation,Divorced,55635.0,0,1,34,235,65,164,50,49,27,4,7,3,7,6,0,0,55,1,14
Master,Married,42021.0,1,0,34,393,5,136,0,5,27,5,10,1,6,9,0,0,45,1,14
Master,Married,75251.0,0,0,34,500,75,500,97,18,18,1,7,6,5,5,1,0,54,0,14
Graduation,Married,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,58,3,14
PhD,Married,53374.0,0,1,34,500,10,101,13,10,34,6,4,2,9,9,1,0,57,1,14
Graduation,Married,87195.0,0,0,35,217,75,500,50,26,38,1,3,11,5,1,1,0,66,0,12
Master,Single,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,45,2,12
Graduation,Married,82427.0,0,0,35,482,75,500,100,65,107,1,3,5,12,1,0,0,60,0,12
Master,Married,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,57,2,12
Graduation,Married,94642.0,0,0,35,500,75,500,100,65,125,0,5,7,9,1,0,0,66,0,12
Graduation,Married,28359.0,1,0,35,0,0,0,0,1,2,1,1,0,2,7,0,0,43,1,13
Graduation,Single,55801.0,1,1,35,367,4,51,0,4,95,6,7,2,6,7,0,0,51,2,13
Graduation,Married,92955.0,0,0,35,500,21,500,31,24,84,1,6,7,9,2,1,0,53,0,13
Graduation,Married,56534.0,0,1,35,500,7,61,10,0,46,4,10,4,7,8,1,0,58,1,13
Graduation,Single,69627.0,0,1,35,231,75,215,100,30,53,2,8,2,11,5,0,0,64,1,13
Master,Divorced,78579.0,0,0,35,500,66,500,100,65,99,1,5,6,4,3,1,0,56,0,14
Graduation,Married,44964.0,1,1,35,19,1,17,0,0,2,1,1,0,3,8,0,0,46,2,14
PhD,Single,30899.0,1,0,35,24,0,0,0,0,1,2,1,0,3,6,0,0,52,1,14
PhD,Divorced,78825.0,0,0,35,483,74,114,100,37,18,1,5,10,13,3,1,0,62,0,14
Graduation,Married,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,1,0,39,1,14
PhD,Single,47111.0,0,1,35,500,71,153,100,65,41,6,3,2,10,9,0,0,55,1,14
PhD,Single,49667.0,0,0,35,500,26,120,17,13,39,2,5,10,5,8,1,0,66,0,14
Master,Married,66000.0,0,0,36,244,51,270,100,0,45,1,1,3,5,1,0,0,66,0,12
PhD,Married,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,62,2,12
Basic,Married,25224.0,1,0,36,0,9,12,11,2,8,2,1,1,3,3,0,0,54,1,12
Graduation,Married,77382.0,0,1,36,491,48,231,100,65,125,2,5,7,12,1,0,0,58,1,12
PhD,Divorced,28420.0,1,0,36,0,2,0,0,0,0,1,1,0,2,6,0,0,59,1,13
Graduation,Divorced,32952.0,1,0,36,38,0,12,0,1,1,1,2,0,3,7,0,0,49,1,13
Graduation,Married,46149.0,0,1,36,254,6,71,0,0,27,5,5,1,7,5,0,0,51,1,13
PhD,Married,83532.0,0,0,36,500,75,500,100,64,125,1,4,6,4,1,0,0,66,0,13
PhD,Married,73059.0,0,1,36,410,75,420,0,65,71,1,9,3,13,4,0,0,66,1,13
Graduation,Married,35701.0,0,0,36,21,1,0,0,3,5,1,1,0,3,6,0,0,66,0,13
Master,Single,89616.0,0,0,36,500,47,500,100,65,15,1,7,5,12,2,1,0,43,0,13
Master,Single,78427.0,0,0,36,500,19,500,100,26,125,3,3,7,10,3,1,0,66,0,14
Graduation,Married,22518.0,1,0,36,0,7,12,0,2,27,2,2,1,2,5,1,0,40,1,14
Graduation,Married,59809.0,0,2,36,500,16,141,32,41,49,3,3,3,6,8,0,0,50,2,14
Graduation,Single,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,1,0,44,1,14
Master,Married,52203.0,0,0,36,488,21,238,56,65,28,1,8,7,11,6,0,0,66,0,14
PhD,Single,35860.0,1,1,37,15,0,0,0,2,20,2,1,1,2,5,1,0,53,2,12
PhD,Divorced,35860.0,1,1,37,15,0,0,0,2,20,2,1,1,2,5,0,0,53,2,12
PhD,Divorced,35860.0,1,1,37,15,0,0,0,2,20,2,1,1,2,5,1,0,53,2,12
PhD,Single,76842.0,0,0,37,500,10,345,84,54,32,1,1,8,7,0,0,0,66,0,12
Graduation,Single,15033.0,0,0,37,0,4,0,0,0,4,1,1,0,3,3,0,0,66,0,12
PhD,Married,67353.0,0,1,37,500,17,151,0,8,35,5,5,6,12,2,0,0,56,1,13
Master,Married,17003.0,1,0,37,0,5,12,0,8,7,3,2,0,4,5,0,0,51,1,13
Master,Married,65735.0,1,1,37,239,7,119,0,15,11,5,6,2,6,7,0,0,61,2,13
Graduation,Single,45684.0,1,0,37,0,1,0,10,0,7,1,1,0,2,7,0,0,55,1,13
Graduation,Married,21918.0,1,0,37,0,6,0,11,5,3,2,2,0,3,6,0,0,57,1,13
Graduation,Married,51267.0,1,1,37,183,2,64,0,2,12,4,3,3,5,4,0,0,48,2,13
Graduation,Married,59868.0,0,1,37,500,51,154,54,10,125,7,11,2,12,6,0,0,54,1,13
Graduation,Married,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,35,0,13
Master,Married,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,66,1,13
PhD,Married,54432.0,2,1,37,33,0,0,0,0,0,1,1,0,3,4,0,0,66,3,13
Graduation,Single,79607.0,0,0,37,450,75,500,100,0,125,1,3,6,6,1,1,0,42,0,13
Graduation,Divorced,51813.0,1,1,37,51,2,0,0,1,2,2,2,0,3,7,0,0,54,2,13
Basic,Married,17487.0,1,0,37,0,0,0,0,4,6,1,1,0,2,7,0,0,37,1,13
PhD,Married,40706.0,2,1,37,59,0,11,0,2,5,4,3,0,4,7,0,0,58,3,13
PhD,Divorced,62859.0,0,1,37,500,75,102,16,12,25,4,9,4,6,6,0,0,66,1,14
Graduation,Married,61074.0,0,1,37,500,0,133,0,28,125,7,11,5,8,7,0,0,66,1,14
Graduation,Single,43638.0,0,1,37,63,10,83,0,19,19,2,4,1,4,7,0,0,57,1,14
Graduation,Married,58116.0,0,1,38,228,19,130,0,11,51,2,3,3,8,2,0,0,66,1,12
PhD,Single,62187.0,0,1,38,500,0,83,0,0,41,3,6,2,10,4,0,0,57,1,12
Graduation,Single,46344.0,1,1,38,0,1,0,0,1,6,2,1,1,2,5,0,0,66,2,12
Graduation,Married,77353.0,0,1,38,275,59,107,69,65,59,2,6,4,8,4,0,0,46,1,13
PhD,Single,69759.0,0,0,38,452,20,500,13,30,0,3,4,6,5,3,1,0,60,0,13
Graduation,Divorced,21846.0,1,0,38,0,17,18,0,10,26,4,4,0,3,8,0,0,40,1,13
Graduation,Married,76532.0,1,1,38,355,30,177,90,65,30,4,9,5,7,5,0,0,51,2,13
Master,Married,70053.0,0,1,38,500,53,98,81,65,89,3,8,5,10,5,0,0,61,1,13
Master,Single,75342.0,0,1,38,204,75,97,21,65,26,1,5,2,10,4,0,0,66,1,13
Master,Married,27590.0,1,0,38,0,0,0,0,0,1,1,1,0,2,7,0,0,44,1,13
Graduation,Married,51148.0,1,1,38,235,6,45,0,9,12,4,5,1,6,6,0,0,53,2,13
Graduation,Divorced,33378.0,1,1,38,33,6,40,0,7,10,3,2,0,4,7,0,0,63,2,13
PhD,Married,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,0,0,53,1,13
PhD,Married,33581.0,2,0,38,0,0,0,0,0,1,1,1,0,2,8,0,0,57,2,13
Master,Married,12393.0,0,0,38,0,6,15,11,7,13,1,2,0,3,9,0,0,48,0,14
PhD,Single,42710.0,1,0,38,252,3,42,0,3,102,2,4,5,3,6,0,0,42,1,14
Master,Married,82347.0,0,0,38,500,54,500,100,65,63,1,7,7,10,3,0,0,66,0,14
Master,Married,82347.0,0,0,38,500,54,500,100,65,63,1,7,7,10,3,1,0,66,0,14
PhD,Married,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,66,2,14
Graduation,Married,17323.0,0,0,38,0,14,17,0,1,5,1,1,0,3,8,0,0,39,0,14
Graduation,Divorced,62204.0,0,2,38,317,46,247,100,46,125,1,4,5,12,3,0,0,66,2,14
PhD,Single,78028.0,0,1,38,158,19,288,25,0,38,1,6,4,9,7,1,0,66,1,14
Graduation,Divorced,63887.0,0,1,38,500,23,207,15,11,92,5,9,6,12,6,0,0,64,1,14
PhD,Married,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,61,0,14
Graduation,Married,29103.0,1,0,38,16,0,17,0,3,6,2,1,0,3,9,0,0,41,1,14
Graduation,Married,61482.0,0,0,39,48,58,68,16,65,43,1,3,2,6,2,0,0,61,0,12
Graduation,Single,20587.0,1,0,39,0,3,0,0,1,9,1,1,1,2,7,0,0,56,1,12
PhD,Married,52190.0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,0,0,50,2,12
Graduation,Married,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,52,1,12
Graduation,Married,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,58,1,13
Master,Married,34109.0,0,1,39,0,1,0,0,1,4,1,0,0,3,4,0,0,55,1,13
Graduation,Married,23477.0,1,0,39,38,15,54,0,8,29,3,3,0,4,8,0,0,40,1,13
